content,Sentimen,word_count,char_count,punc_count,processed_reviews,normalized_reviews,tokens,stopword_removed,stemmed_reviews,joined_stemmed_reviews,stopword_removed_custom,stemmed_reviews_custom
Untuk melacak kendaraan terdekat masih kurang baik. Tolong di tingkat kan lagi,NEGATIF,12,67,1,"['untuk', 'melacak', 'kendaraan', 'terdekat', 'masih', 'kurang', 'baik', 'tolong', 'di', 'tingkat', 'kan', 'lagi']","['untuk', 'melacak', 'kendaraan', 'terdekat', 'masih', 'kurang', 'baik', 'tolong', 'di', 'tingkat', 'kan', 'lagi']","['untuk', 'melacak', 'kendaraan', 'terdekat', 'masih', 'kurang', 'baik', 'tolong', 'di', 'tingkat', 'kan', 'lagi']","['melacak', 'kendaraan', 'terdekat', 'tolong', 'tingkat']","['lacak', 'kendara', 'dekat', 'tolong', 'tingkat']",lacak kendara dekat tolong tingkat,"['melacak', 'kendaraan', 'terdekat', 'tolong', 'tingkat']","['lacak', 'kendara', 'dekat', 'tolong', 'tingkat']"
Sangat bergun. Semogabisa di tingkatlan pelayanannya dan semoga seluruh rute di jawa timur bisa tercover.,POSITIF,15,91,2,"['sangat', 'bergun', 'semogabisa', 'di', 'tingkatlan', 'pelayanannya', 'dan', 'semoga', 'seluruh', 'rute', 'di', 'jawa', 'timur', 'bisa', 'tercover']","['sangat', 'bergun', 'semogabisa', 'di', 'tingkatlan', 'pelayanannya', 'dan', 'semoga', 'seluruh', 'rute', 'di', 'jawa', 'timur', 'bisa', 'tercover']","['sangat', 'bergun', 'semogabisa', 'di', 'tingkatlan', 'pelayanannya', 'dan', 'semoga', 'seluruh', 'rute', 'di', 'jawa', 'timur', 'bisa', 'tercover']","['bergun', 'semogabisa', 'tingkatlan', 'pelayanannya', 'semoga', 'rute', 'jawa', 'timur', 'tercover']","['gun', 'semogabisa', 'tingkatlan', 'layan', 'moga', 'rute', 'jawa', 'timur', 'tercover']",gun semogabisa tingkatlan layan moga rute jawa timur tercover,"['bergun', 'semogabisa', 'tingkatlan', 'pelayanannya', 'semoga', 'rute', 'jawa', 'timur', 'tercover']","['gun', 'semogabisa', 'tingkatlan', 'layan', 'moga', 'rute', 'jawa', 'timur', 'tercover']"
Terimakasih sudah membantu wong cilik,POSITIF,5,33,0,"['terimakasih', 'sudah', 'membantu', 'wong', 'cilik']","['terimakasih', 'sudah', 'membantu', 'wong', 'cilik']","['terimakasih', 'sudah', 'membantu', 'wong', 'cilik']","['terimakasih', 'membantu', 'cilik']","['terimakasih', 'bantu', 'cilik']",terimakasih bantu cilik,"['terimakasih', 'membantu', 'cilik']","['terimakasih', 'bantu', 'cilik']"
Bagus.,POSITIF,1,6,1,['bagus'],['bagus'],['bagus'],['bagus'],['bagus'],bagus,['bagus'],['bagus']
mantap banget,POSITIF,2,12,0,"['mantap', 'banget']","['mantap', 'banget']","['mantap', 'banget']","['mantap', 'banget']","['mantap', 'banget']",mantap banget,"['mantap', 'banget']","['mantap', 'banget']"
ide.a mantap sihh tinggal penyuluhan.a ke masyarakat *dari warga Bangkalan,POSITIF,10,65,3,"['idea', 'mantap', 'sihh', 'tinggal', 'penyuluhana', 'ke', 'masyarakat', 'dari', 'warga', 'bangkalan']","['idea', 'mantap', 'sihh', 'tinggal', 'penyuluhana', 'ke', 'masyarakat', 'dari', 'warga', 'bangkalan']","['idea', 'mantap', 'sihh', 'tinggal', 'penyuluhana', 'ke', 'masyarakat', 'dari', 'warga', 'bangkalan']","['idea', 'mantap', 'sihh', 'tinggal', 'penyuluhana', 'masyarakat', 'warga', 'bangkalan']","['idea', 'mantap', 'sihh', 'tinggal', 'penyuluhana', 'masyarakat', 'warga', 'bangkal']",idea mantap sihh tinggal penyuluhana masyarakat warga bangkal,"['idea', 'mantap', 'sihh', 'tinggal', 'penyuluhana', 'masyarakat', 'warga', 'bangkalan']","['idea', 'mantap', 'sihh', 'tinggal', 'penyuluhana', 'masyarakat', 'warga', 'bangkal']"
"Antara aplikasi dan aktualnya tidak sinkron. Di aplikasi tertulis masih terisi 1 penumpang, kenyataannya sudah full dan tinggal yg berdiri. Untuk aplikasi transportasi publik ini sedikit mengecewakan.",NEGATIF,27,174,4,"['antara', 'aplikasi', 'dan', 'aktualnya', 'tidak', 'sinkron', 'di', 'aplikasi', 'tertulis', 'masih', 'terisi', 'penumpang', 'kenyataannya', 'sudah', 'full', 'dan', 'tinggal', 'yg', 'berdiri', 'untuk', 'aplikasi', 'transportasi', 'publik', 'ini', 'sedikit', 'mengecewakan']","['antara', 'aplikasi', 'dan', 'aktualnya', 'tidak', 'sinkron', 'di', 'aplikasi', 'tertulis', 'masih', 'terisi', 'penumpang', 'kenyataannya', 'sudah', 'full', 'dan', 'tinggal', 'yang', 'berdiri', 'untuk', 'aplikasi', 'transportasi', 'publik', 'ini', 'sedikit', 'mengecewakan']","['antara', 'aplikasi', 'dan', 'aktualnya', 'tidak', 'sinkron', 'di', 'aplikasi', 'tertulis', 'masih', 'terisi', 'penumpang', 'kenyataannya', 'sudah', 'full', 'dan', 'tinggal', 'yang', 'berdiri', 'untuk', 'aplikasi', 'transportasi', 'publik', 'ini', 'sedikit', 'mengecewakan']","['aplikasi', 'aktualnya', 'sinkron', 'aplikasi', 'tertulis', 'terisi', 'penumpang', 'kenyataannya', 'full', 'tinggal', 'berdiri', 'aplikasi', 'transportasi', 'publik', 'mengecewakan']","['aplikasi', 'aktual', 'sinkron', 'aplikasi', 'tulis', 'isi', 'tumpang', 'nyata', 'full', 'tinggal', 'diri', 'aplikasi', 'transportasi', 'publik', 'kecewa']",aplikasi aktual sinkron aplikasi tulis isi tumpang nyata full tinggal diri aplikasi transportasi publik kecewa,"['aplikasi', 'aktualnya', 'sinkron', 'aplikasi', 'tertulis', 'terisi', 'penumpang', 'kenyataannya', 'full', 'tinggal', 'berdiri', 'aplikasi', 'transportasi', 'publik', 'mengecewakan']","['aplikasi', 'aktual', 'sinkron', 'aplikasi', 'tulis', 'isi', 'tumpang', 'nyata', 'full', 'tinggal', 'diri', 'aplikasi', 'transportasi', 'publik', 'kecewa']"
Semoga Transjatim membuka rute Tuban - Mojokerto (Via Paciran - Karanggeneng - Lamongan Kota),POSITIF,14,80,5,"['semoga', 'transjatim', 'membuka', 'rute', 'tuban', 'mojokerto', 'via', 'paciran', 'karanggeneng', 'lamongan', 'kota']","['semoga', 'transjatim', 'membuka', 'rute', 'tuban', 'mojokerto', 'via', 'paciran', 'karanggeneng', 'lamongan', 'kota']","['semoga', 'transjatim', 'membuka', 'rute', 'tuban', 'mojokerto', 'via', 'paciran', 'karanggeneng', 'lamongan', 'kota']","['semoga', 'transjatim', 'membuka', 'rute', 'tuban', 'mojokerto', 'via', 'paciran', 'karanggeneng', 'lamongan', 'kota']","['moga', 'transjatim', 'buka', 'rute', 'tuban', 'mojokerto', 'via', 'paciran', 'karanggeneng', 'lamongan', 'kota']",moga transjatim buka rute tuban mojokerto via paciran karanggeneng lamongan kota,"['semoga', 'transjatim', 'membuka', 'rute', 'tuban', 'mojokerto', 'via', 'paciran', 'karanggeneng', 'lamongan', 'kota']","['moga', 'transjatim', 'buka', 'rute', 'tuban', 'mojokerto', 'via', 'paciran', 'karanggeneng', 'lamongan', 'kota']"
Murah dan terjangkau,POSITIF,3,18,0,"['murah', 'dan', 'terjangkau']","['murah', 'dan', 'terjangkau']","['murah', 'dan', 'terjangkau']","['murah', 'terjangkau']","['murah', 'jangkau']",murah jangkau,"['murah', 'terjangkau']","['murah', 'jangkau']"
"Di aplikasi terakhir sampai jam 9,kenyataan nya jam 7 pas udah armada terakhir,kecewa",NEGATIF,13,73,2,"['di', 'aplikasi', 'terakhir', 'sampai', 'jam', 'kenyataan', 'nya', 'jam', 'pas', 'udah', 'armada', 'terakhirkecewa']","['di', 'aplikasi', 'terakhir', 'sampai', 'jam', 'kenyataan', 'nya', 'jam', 'pas', 'udah', 'armada', 'terakhirkecewa']","['di', 'aplikasi', 'terakhir', 'sampai', 'jam', 'kenyataan', 'nya', 'jam', 'pas', 'udah', 'armada', 'terakhirkecewa']","['aplikasi', 'jam', 'kenyataan', 'nya', 'jam', 'pas', 'udah', 'armada', 'terakhirkecewa']","['aplikasi', 'jam', 'nyata', 'nya', 'jam', 'pas', 'udah', 'armada', 'terakhirkecewa']",aplikasi jam nyata nya jam pas udah armada terakhirkecewa,"['aplikasi', 'jam', 'kenyataan', 'jam', 'pas', 'udah', 'armada', 'terakhirkecewa']","['aplikasi', 'jam', 'nyata', 'jam', 'pas', 'udah', 'armada', 'terakhirkecewa']"
Mantab,POSITIF,1,6,0,['mantab'],['mantab'],['mantab'],['mantab'],['mantab'],mantab,['mantab'],['mantab']
"PERBANYAK ARMADA GRESIK-LAMONGAN, MASAK SELALU OVERLOAD",NEGATIF,6,50,2,"['perbanyak', 'armada', 'gresiklamongan', 'masak', 'selalu', 'overload']","['perbanyak', 'armada', 'gresiklamongan', 'masa', 'selalu', 'kelebihan muatan']","['perbanyak', 'armada', 'gresiklamongan', 'masa', 'selalu', 'kelebihan muatan']","['perbanyak', 'armada', 'gresiklamongan', 'kelebihan muatan']","['banyak', 'armada', 'gresiklamongan', 'lebih muat']",banyak armada gresiklamongan lebih muat,"['perbanyak', 'armada', 'gresiklamongan', 'kelebihan muatan']","['banyak', 'armada', 'gresiklamongan', 'lebih muat']"
Aplikasi milik pemda kenapa ga kerjasama dg QRIS atau bank BUMN? Ribet banget harus unduh astrapay segala,NEGATIF,17,89,1,"['aplikasi', 'milik', 'pemda', 'kenapa', 'ga', 'kerjasama', 'dg', 'qris', 'atau', 'bank', 'bumn', 'ribet', 'banget', 'harus', 'unduh', 'astrapay', 'segala']","['aplikasi', 'milik', 'pemda', 'kenapa', 'tidak', 'kerjasama', 'dg', 'qris', 'atau', 'bank', 'bumn', 'ribet', 'banget', 'harus', 'unduh', 'astrapay', 'segala']","['aplikasi', 'milik', 'pemda', 'kenapa', 'tidak', 'kerjasama', 'dg', 'qris', 'atau', 'bank', 'bumn', 'ribet', 'banget', 'harus', 'unduh', 'astrapay', 'segala']","['aplikasi', 'milik', 'pemda', 'kerjasama', 'dg', 'qris', 'bank', 'bumn', 'ribet', 'banget', 'unduh', 'astrapay']","['aplikasi', 'milik', 'pemda', 'kerjasama', 'dg', 'qris', 'bank', 'bumn', 'ribet', 'banget', 'unduh', 'astrapay']",aplikasi milik pemda kerjasama dg qris bank bumn ribet banget unduh astrapay,"['aplikasi', 'milik', 'pemda', 'kerjasama', 'dg', 'qris', 'bank', 'bumn', 'ribet', 'banget', 'unduh', 'astrapay']","['aplikasi', 'milik', 'pemda', 'kerjasama', 'dg', 'qris', 'bank', 'bumn', 'ribet', 'banget', 'unduh', 'astrapay']"
"Rute Sby - Mojokerto banyak. tp rute sebaliknya, mojokerto-sby susah banget. lama. lihat di aplikasi banyak yg berhenti di terminal mojokerto dan krian lama sekali",NEGATIF,25,139,6,"['rute', 'sby', 'mojokerto', 'banyak', 'tp', 'rute', 'sebaliknya', 'mojokertosby', 'susah', 'banget', 'lama', 'lihat', 'di', 'aplikasi', 'banyak', 'yg', 'berhenti', 'di', 'terminal', 'mojokerto', 'dan', 'krian', 'lama', 'sekali']","['rute', 'sby', 'mojokerto', 'banyak', 'tapi', 'rute', 'sebaliknya', 'mojokertosby', 'susah', 'banget', 'lama', 'lihat', 'di', 'aplikasi', 'banyak', 'yang', 'berhenti', 'di', 'terminal', 'mojokerto', 'dan', 'krian', 'lama', 'sekali']","['rute', 'sby', 'mojokerto', 'banyak', 'tapi', 'rute', 'sebaliknya', 'mojokertosby', 'susah', 'banget', 'lama', 'lihat', 'di', 'aplikasi', 'banyak', 'yang', 'berhenti', 'di', 'terminal', 'mojokerto', 'dan', 'krian', 'lama', 'sekali']","['rute', 'sby', 'mojokerto', 'rute', 'mojokertosby', 'susah', 'banget', 'lihat', 'aplikasi', 'berhenti', 'terminal', 'mojokerto', 'krian']","['rute', 'sby', 'mojokerto', 'rute', 'mojokertosby', 'susah', 'banget', 'lihat', 'aplikasi', 'henti', 'terminal', 'mojokerto', 'krian']",rute sby mojokerto rute mojokertosby susah banget lihat aplikasi henti terminal mojokerto krian,"['rute', 'sby', 'mojokerto', 'rute', 'mojokertosby', 'susah', 'banget', 'lihat', 'aplikasi', 'berhenti', 'terminal', 'mojokerto', 'krian']","['rute', 'sby', 'mojokerto', 'rute', 'mojokertosby', 'susah', 'banget', 'lihat', 'aplikasi', 'henti', 'terminal', 'mojokerto', 'krian']"
Antri gresik paciran ricuh min,NEGATIF,5,26,0,"['antri', 'gresik', 'paciran', 'ricuh', 'min']","['antri', 'gresik', 'paciran', 'ricuh', 'min']","['antri', 'gresik', 'paciran', 'ricuh', 'min']","['antri', 'gresik', 'paciran', 'ricuh', 'min']","['antri', 'gresik', 'paciran', 'ricuh', 'min']",antri gresik paciran ricuh min,"['antri', 'gresik', 'paciran', 'ricuh', 'min']","['antri', 'gresik', 'paciran', 'ricuh', 'min']"
mau nanya nih apakah naik dari halte porong trus turunnya di halte suncity bisa? apakah turunnya harus di terminal bungur semua meskipun tujuannya ke suncity?,NEGATIF,25,134,2,"['mau', 'nanya', 'nih', 'apakah', 'naik', 'dari', 'halte', 'porong', 'trus', 'turunnya', 'di', 'halte', 'suncity', 'bisa', 'apakah', 'turunnya', 'harus', 'di', 'terminal', 'bungur', 'semua', 'meskipun', 'tujuannya', 'ke', 'suncity']","['mau', 'nanya', '', 'apakah', 'naik', 'dari', 'halte', 'porong', 'terus', 'turunnya', 'di', 'halte', 'suncity', 'bisa', 'apakah', 'turunnya', 'harus', 'di', 'terminal', 'bungur', 'semua', 'meskipun', 'tujuannya', 'ke', 'suncity']","['mau', 'nanya', '', 'apakah', 'naik', 'dari', 'halte', 'porong', 'terus', 'turunnya', 'di', 'halte', 'suncity', 'bisa', 'apakah', 'turunnya', 'harus', 'di', 'terminal', 'bungur', 'semua', 'meskipun', 'tujuannya', 'ke', 'suncity']","['nanya', '', 'halte', 'porong', 'turunnya', 'halte', 'suncity', 'turunnya', 'terminal', 'bungur', 'tujuannya', 'suncity']","['nanya', '', 'halte', 'porong', 'turun', 'halte', 'suncity', 'turun', 'terminal', 'bungur', 'tuju', 'suncity']",nanya  halte porong turun halte suncity turun terminal bungur tuju suncity,"['nanya', '', 'halte', 'porong', 'turunnya', 'halte', 'suncity', 'turunnya', 'terminal', 'bungur', 'tujuannya', 'suncity']","['nanya', '', 'halte', 'porong', 'turun', 'halte', 'suncity', 'turun', 'terminal', 'bungur', 'tuju', 'suncity']"
"Usul , mohon di berikan aturan baru. Penumpang di larang membawa barang berlebihan, koper atau barang lainya. Karena seharusnya barang barang besar di bagasi bukan posisi penumpang, secara tidak langsung mengganggu penumpang yanh di dalam bus",NEGATIF,36,207,5,"['usul', 'mohon', 'di', 'berikan', 'aturan', 'baru', 'penumpang', 'di', 'larang', 'membawa', 'barang', 'berlebihan', 'koper', 'atau', 'barang', 'lainya', 'karena', 'seharusnya', 'barang', 'barang', 'besar', 'di', 'bagasi', 'bukan', 'posisi', 'penumpang', 'secara', 'tidak', 'langsung', 'mengganggu', 'penumpang', 'yanh', 'di', 'dalam', 'bus']","['usul', 'mohon', 'di', 'berikan', 'aturan', 'baru', 'penumpang', 'di', 'larang', 'membawa', 'barang', 'berlebihan', 'koper', 'atau', 'barang', 'lainya', 'karena', 'seharusnya', 'barang', 'barang', 'besar', 'di', 'bagasi', 'bukan', 'posisi', 'penumpang', 'secara', 'tidak', 'langsung', 'mengganggu', 'penumpang', 'yanh', 'di', 'dalam', 'bus']","['usul', 'mohon', 'di', 'berikan', 'aturan', 'baru', 'penumpang', 'di', 'larang', 'membawa', 'barang', 'berlebihan', 'koper', 'atau', 'barang', 'lainya', 'karena', 'seharusnya', 'barang', 'barang', 'besar', 'di', 'bagasi', 'bukan', 'posisi', 'penumpang', 'secara', 'tidak', 'langsung', 'mengganggu', 'penumpang', 'yanh', 'di', 'dalam', 'bus']","['usul', 'mohon', 'aturan', 'penumpang', 'larang', 'membawa', 'barang', 'koper', 'barang', 'lainya', 'barang', 'barang', 'bagasi', 'posisi', 'penumpang', 'langsung', 'mengganggu', 'penumpang', 'yanh', 'bus']","['usul', 'mohon', 'atur', 'tumpang', 'larang', 'bawa', 'barang', 'koper', 'barang', 'lai', 'barang', 'barang', 'bagasi', 'posisi', 'tumpang', 'langsung', 'ganggu', 'tumpang', 'yanh', 'bus']",usul mohon atur tumpang larang bawa barang koper barang lai barang barang bagasi posisi tumpang langsung ganggu tumpang yanh bus,"['usul', 'mohon', 'aturan', 'penumpang', 'larang', 'membawa', 'barang', 'koper', 'barang', 'lainya', 'barang', 'barang', 'bagasi', 'posisi', 'penumpang', 'langsung', 'mengganggu', 'penumpang', 'yanh', 'bus']","['usul', 'mohon', 'atur', 'tumpang', 'larang', 'bawa', 'barang', 'koper', 'barang', 'lai', 'barang', 'barang', 'bagasi', 'posisi', 'tumpang', 'langsung', 'ganggu', 'tumpang', 'yanh', 'bus']"
"DIMOHON UNTUK ARAH SBY-GRESIK HARAP UNTUK DITAMBAH UNIT BUS NYA, KASIAN YANG PUNYA ASMA BERDESAKAN TERUS BEDASARKAN YANG SAYA ALAMI PP SBY-GRESIK HANYA BUS ARAH SBY-GRESIK YANG RAME PENGUNJUNG",NEGATIF,29,164,4,"['dimohon', 'untuk', 'arah', 'sbygresik', 'harap', 'untuk', 'ditambah', 'unit', 'bus', 'nya', 'kasian', 'yang', 'punya', 'asma', 'berdesakan', 'terus', 'bedasarkan', 'yang', 'saya', 'alami', 'pp', 'sbygresik', 'hanya', 'bus', 'arah', 'sbygresik', 'yang', 'rame', 'pengunjung']","['dimohon', 'untuk', 'arah', 'sbygresik', 'harap', 'untuk', 'ditambah', 'unit', 'bus', 'nya', 'kasian', 'yang', 'punya', 'asma', 'berdesakan', 'terus', 'bedasarkan', 'yang', 'saya', 'alami', 'pulang pergi', 'sbygresik', 'hanya', 'bus', 'arah', 'sbygresik', 'yang', 'rame', 'pengunjung']","['dimohon', 'untuk', 'arah', 'sbygresik', 'harap', 'untuk', 'ditambah', 'unit', 'bus', 'nya', 'kasian', 'yang', 'punya', 'asma', 'berdesakan', 'terus', 'bedasarkan', 'yang', 'saya', 'alami', 'pulang pergi', 'sbygresik', 'hanya', 'bus', 'arah', 'sbygresik', 'yang', 'rame', 'pengunjung']","['dimohon', 'arah', 'sbygresik', 'harap', 'ditambah', 'unit', 'bus', 'nya', 'kasian', 'asma', 'berdesakan', 'bedasarkan', 'alami', 'pulang pergi', 'sbygresik', 'bus', 'arah', 'sbygresik', 'rame', 'pengunjung']","['mohon', 'arah', 'sbygresik', 'harap', 'tambah', 'unit', 'bus', 'nya', 'kasi', 'asma', 'desa', 'bedasarkan', 'alami', 'pulang pergi', 'sbygresik', 'bus', 'arah', 'sbygresik', 'rame', 'unjung']",mohon arah sbygresik harap tambah unit bus nya kasi asma desa bedasarkan alami pulang pergi sbygresik bus arah sbygresik rame unjung,"['dimohon', 'arah', 'sbygresik', 'harap', 'ditambah', 'unit', 'bus', 'kasian', 'asma', 'berdesakan', 'bedasarkan', 'alami', 'pulang pergi', 'sbygresik', 'bus', 'arah', 'sbygresik', 'rame', 'pengunjung']","['mohon', 'arah', 'sbygresik', 'harap', 'tambah', 'unit', 'bus', 'kasi', 'asma', 'desa', 'bedasarkan', 'alami', 'pulang pergi', 'sbygresik', 'bus', 'arah', 'sbygresik', 'rame', 'unjung']"
"Gila Ngeleg amat nih Aplikasi. Jaringan Wifi Lancar bnget buat buka yg lain,tpi buka ini Aplikasi dr tadi muter² aja teros",NEGATIF,21,102,2,"['gila', 'ngeleg', 'amat', 'nih', 'aplikasi', 'jaringan', 'wifi', 'lancar', 'bnget', 'buat', 'buka', 'yg', 'laintpi', 'buka', 'ini', 'aplikasi', 'dr', 'tadi', 'muter', 'aja', 'teros']","['gila', 'ngeleg', 'amat', '', 'aplikasi', 'jaringan', 'wifi', 'lancar', 'bnget', 'buat', 'buka', 'yang', 'laintpi', 'buka', 'ini', 'aplikasi', 'dari', 'tadi', 'muter', 'saja', 'teros']","['gila', 'ngeleg', 'amat', '', 'aplikasi', 'jaringan', 'wifi', 'lancar', 'bnget', 'buat', 'buka', 'yang', 'laintpi', 'buka', 'ini', 'aplikasi', 'dari', 'tadi', 'muter', 'saja', 'teros']","['gila', 'ngeleg', '', 'aplikasi', 'jaringan', 'wifi', 'lancar', 'bnget', 'buka', 'laintpi', 'buka', 'aplikasi', 'muter', 'teros']","['gila', 'ngeleg', '', 'aplikasi', 'jaring', 'wifi', 'lancar', 'bnget', 'buka', 'laintpi', 'buka', 'aplikasi', 'muter', 'ros']",gila ngeleg  aplikasi jaring wifi lancar bnget buka laintpi buka aplikasi muter ros,"['gila', 'ngeleg', '', 'aplikasi', 'jaringan', 'wifi', 'lancar', 'bnget', 'buka', 'laintpi', 'buka', 'aplikasi', 'muter', 'teros']","['gila', 'ngeleg', '', 'aplikasi', 'jaring', 'wifi', 'lancar', 'bnget', 'buka', 'laintpi', 'buka', 'aplikasi', 'muter', 'ros']"
Hp Ibu saya jatuh di dalam bis jurusan SBY Gresik. Alhamdulillah masih rejeki karena diamankan pramugari yang sedang bertugas. Terimakasih. Good job to all of the TransJatim's crews ,POSITIF,28,154,4,"['hp', 'ibu', 'saya', 'jatuh', 'di', 'dalam', 'bis', 'jurusan', 'sby', 'gresik', 'alhamdulillah', 'masih', 'rejeki', 'karena', 'diamankan', 'pramugari', 'yang', 'sedang', 'bertugas', 'terimakasih', 'good', 'job', 'transjatims', 'crews']","['hp', 'ibu', 'saya', 'jatuh', 'di', 'dalam', 'bus', 'jurusan', 'sby', 'gresik', 'alhamdulillah', 'masih', 'rejeki', 'karena', 'diamankan', 'pramugari', 'yang', 'sedang', 'bertugas', 'terimakasih', 'good', 'job', 'transjatims', 'crews']","['hp', 'ibu', 'saya', 'jatuh', 'di', 'dalam', 'bus', 'jurusan', 'sby', 'gresik', 'alhamdulillah', 'masih', 'rejeki', 'karena', 'diamankan', 'pramugari', 'yang', 'sedang', 'bertugas', 'terimakasih', 'good', 'job', 'transjatims', 'crews']","['hp', 'jatuh', 'bus', 'jurusan', 'sby', 'gresik', 'alhamdulillah', 'rejeki', 'diamankan', 'pramugari', 'bertugas', 'terimakasih', 'good', 'job', 'transjatims', 'crews']","['hp', 'jatuh', 'bus', 'jurus', 'sby', 'gresik', 'alhamdulillah', 'rejeki', 'aman', 'pramugari', 'tugas', 'terimakasih', 'good', 'job', 'transjatims', 'crews']",hp jatuh bus jurus sby gresik alhamdulillah rejeki aman pramugari tugas terimakasih good job transjatims crews,"['hp', 'jatuh', 'bus', 'jurusan', 'sby', 'gresik', 'alhamdulillah', 'rejeki', 'diamankan', 'pramugari', 'bertugas', 'terimakasih', 'good', 'job', 'transjatims', 'crews']","['hp', 'jatuh', 'bus', 'jurus', 'sby', 'gresik', 'alhamdulillah', 'rejeki', 'aman', 'pramugari', 'tugas', 'terimakasih', 'good', 'job', 'transjatims', 'crews']"
"Keren tapi kadang bis nya telat tapi is ok lah ya, oh ya kok nggak ditambah lagi bis nya kok kayaknya terlalu sedikit",NEGATIF,23,95,1,"['keren', 'tapi', 'kadang', 'bis', 'nya', 'telat', 'tapi', 'ok', 'lah', 'ya', 'oh', 'ya', 'kok', 'nggak', 'ditambah', 'lagi', 'bis', 'nya', 'kok', 'kayaknya', 'terlalu', 'sedikit']","['keren', 'tapi', 'kadang', 'bus', 'nya', 'telat', 'tapi', 'ok', 'lah', 'iya', 'oh', 'iya', 'kok', 'nggak', 'ditambah', 'lagi', 'bus', 'nya', 'kok', 'kayaknya', 'terlalu', 'sedikit']","['keren', 'tapi', 'kadang', 'bus', 'nya', 'telat', 'tapi', 'ok', 'lah', 'iya', 'oh', 'iya', 'kok', 'nggak', 'ditambah', 'lagi', 'bus', 'nya', 'kok', 'kayaknya', 'terlalu', 'sedikit']","['keren', 'kadang', 'bus', 'nya', 'telat', 'ok', 'iya', 'oh', 'iya', 'nggak', 'ditambah', 'bus', 'nya', 'kayaknya']","['keren', 'kadang', 'bus', 'nya', 'telat', 'ok', 'iya', 'oh', 'iya', 'nggak', 'tambah', 'bus', 'nya', 'kayak']",keren kadang bus nya telat ok iya oh iya nggak tambah bus nya kayak,"['keren', 'kadang', 'bus', 'telat', 'ok', 'iya', 'oh', 'iya', 'nggak', 'ditambah', 'bus', 'kayaknya']","['keren', 'kadang', 'bus', 'telat', 'ok', 'iya', 'oh', 'iya', 'nggak', 'tambah', 'bus', 'kayak']"
